County1,CountyPop,Confirmed,Cases per 100K,Deaths
"""countyFips"":""125""","""countyPopulation"":60813","""confirmed"":1021","1678.9173367536548","""deaths"":6"
"""countyFips"":""127""","""countyPopulation"":15317","""confirmed"":62","404.77900372135537","""deaths"":0"
"""countyFips"":""129""","""countyPopulation"":7403","""confirmed"":18","243.14467107929218","""deaths"":0"
"""countyFips"":""131""","""countyPopulation"":9877","""confirmed"":91","921.3323883770375","""deaths"":0"
"""countyFips"":""133""","""countyPopulation"":21553","""confirmed"":196","909.3861643390711","""deaths"":2"
"""countyFips"":""135""","""countyPopulation"":13275","""confirmed"":231","1740.1129943502824","""deaths"":15"
"""countyFips"":""137""","""countyPopulation"":24549","""confirmed"":225","916.5342783820114","""deaths"":15"
"""countyFips"":""139""","""countyPopulation"":9194","""confirmed"":94","1022.4059169023277","""deaths"":1"
"""countyFips"":""141""","""countyPopulation"":27102","""confirmed"":580","2140.063463951","""deaths"":29"
"""countyFips"":""143""","""countyPopulation"":8210","""confirmed"":80","974.4214372716199","""deaths"":4"
"""countyFips"":""145""","""countyPopulation"":65418","""confirmed"":793","1212.2045920083158","""deaths"":10"
"""countyFips"":""147""","""countyPopulation"":17231","""confirmed"":204","1183.9127154547039","""deaths"":1"
"""countyFips"":""149""","""countyPopulation"":9207","""confirmed"":90","977.5171065493646","""deaths"":1"
"""countyFips"":""151""","""countyPopulation"":92987","""confirmed"":1909","2052.975147063568","""deaths"":7"
"""countyFips"":""153""","""countyPopulation"":12161","""confirmed"":100","822.3007976317738","""deaths"":0"
"""countyFips"":""155""","""countyPopulation"":19273","""confirmed"":247","1281.5856379390857","""deaths"":8"
"""countyFips"":""157""","""countyPopulation"":31100","""confirmed"":341","1096.4630225080386","""deaths"":4"
"""countyFips"":""159""","""countyPopulation"":11195","""confirmed"":83","741.4024117909781","""deaths"":3"
"""countyFips"":""161""","""countyPopulation"":17070","""confirmed"":131","767.4282366725249","""deaths"":2"
"""countyFips"":""163""","""countyPopulation"":28572","""confirmed"":244","853.9829203415933","""deaths"":3"
"""countyFips"":""165""","""countyPopulation"":6489","""confirmed"":62","955.4630913854214","""deaths"":1"
"""countyFips"":""167""","""countyPopulation"":21933","""confirmed"":268","1221.9030684356906","""deaths"":5"
"""countyFips"":""169""","""countyPopulation"":10071","""confirmed"":128","1270.976069903684","""deaths"":2"
"""countyFips"":""171""","""countyPopulation"":10650","""confirmed"":218","2046.9483568075118","""deaths"":4"
"""countyFips"":""173""","""countyPopulation"":28157","""confirmed"":302","1072.5574457506127","""deaths"":3"
"""countyFips"":""175""","""countyPopulation"":13309","""confirmed"":69","518.4461642497557","""deaths"":0"
