County1,CountyPop,Confirmed,Cases per 100K,Deaths
""countyFips":"253"","8090",""confirmed":373","4610.630407911001",""deaths":9"
""countyFips":"255"","66703",""confirmed":1364","2044.8855373821268",""deaths":62"
""countyFips":"257"","25925",""confirmed":1123","4331.726133076181",""deaths":38"
""countyFips":"259"","6621",""confirmed":523","7899.108895937169",""deaths":15"
""countyFips":"261"","29524",""confirmed":941","3187.2375016935375",""deaths":63"
""countyFips":"263"","6195",""confirmed":166","2679.580306698951",""deaths":6"
""countyFips":"265"","1537",""confirmed":23","1496.4216005204944",""deaths":0"
""countyFips":"267"","25286",""confirmed":850","3361.5439373566405",""deaths":11"
""countyFips":"269"","8020",""confirmed":217","2705.7356608478804",""deaths":11"
""countyFips":"271"","15860",""confirmed":396","2496.847414880202",""deaths":20"
""countyFips":"273"","8531",""confirmed":331","3879.967178525378",""deaths":32"
""countyFips":"275"","44451",""confirmed":1510","3396.998942655958",""deaths":66"
""countyFips":"277"","40644",""confirmed":1823","4485.286881212479",""deaths":57"
""countyFips":"279"","26830",""confirmed":1360","5068.95266492732",""deaths":51"
""countyFips":"281"","12037",""confirmed":351","2916.0089723352994",""deaths":10"
""countyFips":"283"","6901",""confirmed":264","3825.5325315171713",""deaths":11"
""countyFips":"285"","69922",""confirmed":2850","4075.97036698035",""deaths":101"
""countyFips":"287"","7985",""confirmed":317","3969.943644333124",""deaths":24"
""countyFips":"289"","8120",""confirmed":199","2450.7389162561576",""deaths":9"
""countyFips":"291"","24511",""confirmed":803","3276.0801272897884",""deaths":21"
""countyFips":"293"","26320",""confirmed":807","3066.1094224924013",""deaths":63"
""countyFips":"295"","69761",""confirmed":1618","2319.347486417913",""deaths":38"
""countyFips":"297"","94593",""confirmed":1867","1973.7189855486135",""deaths":57"
""countyFips":"299"","35734",""confirmed":1522","4259.248894610176",""deaths":62"
""countyFips":"301"","5254",""confirmed":158","3007.232584697373",""deaths":5"
""countyFips":"303"","20374",""confirmed":689","3381.7610680278785",""deaths":8"
""countyFips":"305"","29927",""confirmed":1156","3862.732649446988",""deaths":31"
""countyFips":"307"","2607",""confirmed":43","1649.4054468738013",""deaths":2"
""countyFips":"309"","7855",""confirmed":347","4417.568427753024",""deaths":11"
""countyFips":"311"","30798",""confirmed":892","2896.291967010845",""deaths":19"
""countyFips":"313"","104628",""confirmed":4722","4513.132239935772",""deaths":61"
""countyFips":"315"","8635",""confirmed":249","2883.61320208454",""deaths":23"
""countyFips":"317"","9777",""confirmed":268","2741.1271351130204",""deaths":5"
""countyFips":"319"","8954",""confirmed":346","3864.1947732856825",""deaths":18"
""countyFips":"321"","20247",""confirmed":547","2701.634810095323",""deaths":30"
